system_name,split,n_clips,pos_rate,threshold_source,ba_tuned_threshold,f1_tuned_threshold,f1,f1_macro,f1_weighted,balanced_accuracy,precision,recall,auroc,auprc,f1_at_f1_tuned_threshold,balanced_accuracy_at_f1_tuned_threshold,trivial_f1,trivial_balanced_accuracy,predictions_path,status,regenerated_at
mil/mil_results/whisper_mil_lr3e-04_seed1,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.65,0.55,0.8318,0.6567,0.7476,0.6587,0.8369,0.8269,0.7304,0.8762,0.8801,0.574,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr3e-04_seed1/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/whisper_mil_lr3e-04_seed2,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.75,0.6,0.7766,0.6716,0.7262,0.7383,0.915,0.6746,0.8213,0.9277,0.8879,0.6983,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr3e-04_seed2/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/whisper_mil_lr3e-04_seed42,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.75,0.6,0.7402,0.642,0.693,0.7208,0.9163,0.6209,0.8103,0.9174,0.8865,0.644,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr3e-04_seed42/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/whisper_mil_tsmil_concat,seen_child_test,436,0.7661,val-tuned-by-balanced-accuracy,0.8,0.5,0.8489,0.7364,0.7963,0.7776,0.9167,0.7904,0.869,0.9444,0.8959,0.7103,0.8675,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_tsmil_concat/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/whisper_mil_tsmil_concat_kfold3_f0,seen_child_test,787,0.7408,val-tuned-by-balanced-accuracy,0.85,0.45,0.7732,0.6885,0.7293,0.7559,0.9258,0.6638,0.8466,0.9362,0.8772,0.6342,0.8511,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_tsmil_concat_kfold3_f0/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/whisper_mil_tsmil_concat_kfold3_f1,seen_child_test,717,0.7336,val-tuned-by-balanced-accuracy,0.85,0.6,0.7852,0.6993,0.7394,0.7551,0.9141,0.6882,0.849,0.9362,0.8828,0.7028,0.8463,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_tsmil_concat_kfold3_f1/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/whisper_mil_tsmil_concat_kfold3_f2,seen_child_test,657,0.7641,val-tuned-by-balanced-accuracy,0.65,0.45,0.8628,0.7439,0.8067,0.7682,0.9022,0.8267,0.8806,0.9564,0.9044,0.7421,0.8663,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_tsmil_concat_kfold3_f2/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/whisper_mil_voiceconv_synth_full,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.8,0.45,0.796,0.6776,0.7391,0.7261,0.8955,0.7164,0.8186,0.9314,0.8799,0.6588,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_voiceconv_synth_full/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/whisper_mil_voiceconv_synth_half,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.7,0.5,0.8205,0.6932,0.7593,0.7264,0.8858,0.7642,0.8164,0.9297,0.8867,0.6936,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_voiceconv_synth_half/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/whisper_mil_voiceconv_synth_hardneg,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.7,0.45,0.831,0.7006,0.7683,0.7274,0.8826,0.7851,0.826,0.937,0.8814,0.6779,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_voiceconv_synth_hardneg/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
mil/mil_results/whisper_tiny_mil,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.65,0.5,0.8388,0.6647,0.7551,0.6647,0.8388,0.8388,0.7755,0.9126,0.8803,0.638,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_tiny_mil/test_predictions.csv,OK,2026-05-13T03:26:17+00:00
pseudo_frame/results/speaker_informed_asd,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.2,0.08499999999999999,0.8675,0.7644,0.8179,0.7972,0.9197,0.8209,0.8708,0.9533,0.904,0.7276,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/speaker_informed_asd/test_predictions.csv,OK,2026-05-13T03:26:18+00:00
pseudo_frame/results/speaker_informed_asd_per_track,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.65,0.48999999999999994,0.8479,0.7097,0.7815,0.7233,0.8734,0.8239,0.8033,0.9255,0.885,0.6249,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/speaker_informed_asd_per_track/test_predictions.csv,OK,2026-05-13T03:26:18+00:00
pseudo_frame/results/wavlm_pseudo_frame,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.9,0.55,0.8491,0.7216,0.7879,0.7424,0.8864,0.8149,0.8308,0.9372,0.8691,0.538,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame/test_predictions.csv,OK,2026-05-13T03:26:18+00:00
pseudo_frame/results/wavlm_pseudo_frame_c1distill,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.15,0.1,0.881,0.6524,0.7711,0.6315,0.8131,0.9612,0.6902,0.8563,0.8649,0.5159,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_c1distill/test_predictions.csv,OK,2026-05-13T03:26:18+00:00
pseudo_frame/results/wavlm_pseudo_frame_groupstrat3_f0,seen_child_test,787,0.7421,val-tuned-by-balanced-accuracy,0.9,0.15,0.8424,0.6996,0.7687,0.7019,0.8475,0.8373,0.8075,0.9226,0.8519,0.5,0.8519,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_groupstrat3_f0/test_predictions.csv,OK,2026-05-13T03:26:18+00:00
pseudo_frame/results/wavlm_pseudo_frame_groupstrat3_f1,seen_child_test,549,0.7577,val-tuned-by-balanced-accuracy,0.9,0.1,0.8671,0.6961,0.7842,0.684,0.8416,0.8942,0.7918,0.9081,0.8622,0.5,0.8622,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_groupstrat3_f1/test_predictions.csv,OK,2026-05-13T03:26:18+00:00
pseudo_frame/results/wavlm_pseudo_frame_groupstrat3_f2,seen_child_test,846,0.7305,val-tuned-by-balanced-accuracy,0.9,0.55,0.8675,0.7311,0.794,0.7193,0.8417,0.8948,0.8348,0.9276,0.8549,0.5571,0.8443,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_groupstrat3_f2/test_predictions.csv,OK,2026-05-13T03:26:18+00:00
pseudo_frame/results/wavlm_pseudo_frame_kfold3_f0,seen_child_test,795,0.7346,val-tuned-by-balanced-accuracy,0.9,0.35,0.8442,0.7451,0.7916,0.771,0.8962,0.7979,0.8363,0.9268,0.8521,0.5313,0.847,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_kfold3_f0/test_predictions.csv,OK,2026-05-13T03:26:18+00:00
pseudo_frame/results/wavlm_pseudo_frame_kfold3_f1,seen_child_test,725,0.731,val-tuned-by-balanced-accuracy,0.9,0.3,0.8415,0.6903,0.7602,0.6847,0.827,0.8566,0.7667,0.8913,0.8466,0.5077,0.8446,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_kfold3_f1/test_predictions.csv,OK,2026-05-13T03:26:18+00:00
pseudo_frame/results/wavlm_pseudo_frame_kfold3_f2,seen_child_test,663,0.7602,val-tuned-by-balanced-accuracy,0.9,0.55,0.8411,0.6938,0.7705,0.7053,0.864,0.8194,0.7833,0.9134,0.8651,0.518,0.8638,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_kfold3_f2/test_predictions.csv,OK,2026-05-13T03:26:18+00:00
pseudo_frame/results/wavlm_pseudo_frame_synth,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.75,0.5,0.8725,0.7071,0.793,0.6945,0.8479,0.8985,0.8061,0.9261,0.8673,0.5397,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_synth/test_predictions.csv,OK,2026-05-13T03:26:18+00:00
pseudo_frame/results/wavlm_pseudo_frame_synth_v1,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.75,0.45,0.8407,0.6556,0.7517,0.6518,0.8309,0.8507,0.7631,0.9099,0.876,0.5663,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_synth_v1/test_predictions.csv,OK,2026-05-13T03:26:18+00:00
pseudo_frame/results/whisper_pseudo_frame,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.95,0.45,0.9054,0.786,0.848,0.7708,0.8835,0.9284,0.8806,0.9544,0.8725,0.5521,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/whisper_pseudo_frame/test_predictions.csv,OK,2026-05-13T03:26:18+00:00
pseudo_frame/results/whisper_pseudo_frame_kfold3_f0,seen_child_test,795,0.7346,val-tuned-by-balanced-accuracy,0.85,0.25,0.8935,0.7517,0.8183,0.7242,0.8391,0.9555,0.8876,0.9527,0.8519,0.519,0.847,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/whisper_pseudo_frame_kfold3_f0/test_predictions.csv,OK,2026-05-13T03:26:18+00:00
pseudo_frame/results/whisper_pseudo_frame_kfold3_f1,seen_child_test,725,0.731,val-tuned-by-balanced-accuracy,0.95,0.05,0.876,0.7616,0.8145,0.7562,0.8656,0.8868,0.862,0.9365,0.8446,0.5,0.8446,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/whisper_pseudo_frame_kfold3_f1/test_predictions.csv,OK,2026-05-13T03:26:18+00:00
pseudo_frame/results/whisper_pseudo_frame_kfold3_f2,seen_child_test,663,0.7602,val-tuned-by-balanced-accuracy,0.95,0.85,0.9053,0.7765,0.8435,0.7554,0.8743,0.9385,0.9018,0.9654,0.8949,0.6567,0.8638,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/whisper_pseudo_frame_kfold3_f2/test_predictions.csv,OK,2026-05-13T03:26:18+00:00
pyannote/babar_age_stratified/12_16m/12_16m,seen_child_test,234,0.6966,val-tuned-by-balanced-accuracy,0.25,0.12000000000000001,0.8421,0.7747,0.8012,0.8011,0.9078,0.7853,0.8258,0.8967,0.8652,0.7966,0.8212,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/babar_age_stratified/12_16m/12_16m/test_predictions.csv,OK,2026-05-13T03:26:13+00:00
pyannote/babar_age_stratified/34_38m/34_38m,seen_child_test,207,0.8309,val-tuned-by-balanced-accuracy,0.15,0.14500000000000002,0.8723,0.7157,0.8193,0.7784,0.9396,0.814,0.8274,0.9493,0.8723,0.7784,0.9077,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/babar_age_stratified/34_38m/34_38m/test_predictions.csv,OK,2026-05-13T03:26:14+00:00
pyannote/babar_augmented/12_16m_ratio1.0,seen_child_test,234,0.6966,val-tuned-by-balanced-accuracy,0.05,0.1,0.8616,0.7842,0.8146,0.7935,0.8839,0.8405,0.8125,0.8502,0.8526,0.7953,0.8212,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/babar_augmented/12_16m_ratio1.0/test_predictions.csv,OK,2026-05-13T03:26:14+00:00
pyannote/babar_augmented/34_38m_ratio1.0,seen_child_test,207,0.8309,val-tuned-by-balanced-accuracy,0.05,0.1,0.8777,0.7336,0.829,0.807,0.9524,0.814,0.7452,0.8861,0.8262,0.7663,0.9077,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/babar_augmented/34_38m_ratio1.0/test_predictions.csv,OK,2026-05-13T03:26:14+00:00
pyannote/pyannote_age_stratified/12_16m/12_16m,seen_child_test,234,0.6966,val-tuned-by-balanced-accuracy,0.2,0.165,0.7875,0.664,0.7126,0.6682,0.8025,0.773,0.7349,0.8192,0.8319,0.686,0.8212,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/pyannote_age_stratified/12_16m/12_16m/test_predictions.csv,OK,2026-05-13T03:26:14+00:00
pyannote/pyannote_age_stratified/34_38m/34_38m,seen_child_test,207,0.8309,val-tuned-by-balanced-accuracy,0.25,0.16,0.7926,0.5282,0.7032,0.5435,0.8477,0.7442,0.5497,0.8431,0.8686,0.5704,0.9077,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/pyannote_age_stratified/34_38m/34_38m/test_predictions.csv,OK,2026-05-13T03:26:14+00:00
pyannote/pyannote_enrollment_runs,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.25,0.16,0.7832,0.6032,0.6966,0.6152,0.8203,0.7493,0.6613,0.8257,0.8575,0.6379,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/pyannote_enrollment_runs/test_predictions.csv,OK,2026-05-13T03:26:13+00:00
pyannote/usc_sail_age_stratified/12_16m/12_16m,seen_child_test,234,0.6966,val-tuned-by-balanced-accuracy,0.25,0.25,0.8255,0.6183,0.6998,0.612,0.7525,0.9141,0.6395,0.7597,0.8255,0.612,0.8212,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/usc_sail_age_stratified/12_16m/12_16m/test_predictions.csv,OK,2026-05-13T03:26:14+00:00
pyannote/usc_sail_age_stratified/34_38m/34_38m,seen_child_test,207,0.8309,val-tuned-by-balanced-accuracy,0.35,0.19,0.8698,0.6454,0.7939,0.6559,0.8855,0.8547,0.6977,0.8793,0.9056,0.6167,0.9077,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/usc_sail_age_stratified/34_38m/34_38m/test_predictions.csv,OK,2026-05-13T03:26:14+00:00
pyannote/vbx_age_stratified/12_16m/12_16m,seen_child_test,234,0.6966,val-tuned-by-balanced-accuracy,0.35,0.12000000000000001,0.7344,0.6187,0.6642,0.6323,0.7887,0.6871,0.7039,0.8078,0.8424,0.6233,0.8212,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/vbx_age_stratified/12_16m/12_16m/test_predictions.csv,OK,2026-05-13T03:26:14+00:00
pyannote/vbx_age_stratified/34_38m/34_38m,seen_child_test,207,0.8309,val-tuned-by-balanced-accuracy,0.25,0.14,0.8621,0.5674,0.7624,0.5646,0.8523,0.8721,0.5987,0.8676,0.8956,0.5596,0.9077,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/vbx_age_stratified/34_38m/34_38m/test_predictions.csv,OK,2026-05-13T03:26:14+00:00
pyannote/vtc_age_stratified/12_16m/12_16m,seen_child_test,234,0.6966,val-tuned-by-balanced-accuracy,0.25,0.18,0.8545,0.7652,0.8003,0.7684,0.8625,0.8466,0.8061,0.8911,0.8529,0.7384,0.8212,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/vtc_age_stratified/12_16m/12_16m/test_predictions.csv,OK,2026-05-13T03:26:14+00:00
pyannote/vtc_age_stratified/34_38m/34_38m,seen_child_test,207,0.8309,val-tuned-by-balanced-accuracy,0.25,0.18,0.9118,0.7532,0.8581,0.7649,0.9226,0.9012,0.7963,0.9308,0.9159,0.745,0.9077,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/vtc_age_stratified/34_38m/34_38m/test_predictions.csv,OK,2026-05-13T03:26:14+00:00
pyannote/vtc_kchi_age_stratified/12_16m/12_16m,seen_child_test,234,0.6966,val-tuned-by-balanced-accuracy,0.25,0.12000000000000001,0.8421,0.7747,0.8012,0.8011,0.9078,0.7853,0.8258,0.8967,0.8652,0.7966,0.8212,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/vtc_kchi_age_stratified/12_16m/12_16m/test_predictions.csv,OK,2026-05-13T03:26:14+00:00
pyannote/vtc_kchi_age_stratified/34_38m/34_38m,seen_child_test,207,0.8309,val-tuned-by-balanced-accuracy,0.15,0.14500000000000002,0.8723,0.7157,0.8193,0.7784,0.9396,0.814,0.8274,0.9493,0.8723,0.7784,0.9077,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/vtc_kchi_age_stratified/34_38m/34_38m/test_predictions.csv,OK,2026-05-13T03:26:14+00:00
pyannote_ecapa_enrollment_runs,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.2,0.165,0.8205,0.6386,0.733,0.6418,0.8293,0.8119,0.6784,0.8305,0.8488,0.6481,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote_ecapa_enrollment_runs/enroll_test_predictions.csv,OK,2026-05-13T03:26:19+00:00
pyannote_ecapa_enrollment_runs_cross_child,seen_child_test,496,0.754,val-tuned-by-balanced-accuracy,0.5,0.5,0.0,0.1974,0.0971,0.5,0.0,0.0,0.5,0.754,0.0,0.5,0.8598,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote_ecapa_enrollment_runs_cross_child/enroll_test_predictions.csv,OK,2026-05-13T03:26:20+00:00
pyannote_ecapa_enrollment_runs_kfold3_f0,seen_child_test,795,0.7346,val-tuned-by-balanced-accuracy,0.1,0.1,0.8499,0.6394,0.7382,0.6263,0.7926,0.9161,0.6801,0.8145,0.8499,0.6263,0.847,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote_ecapa_enrollment_runs_kfold3_f0/enroll_test_predictions.csv,OK,2026-05-13T03:26:20+00:00
pyannote_ecapa_enrollment_runs_kfold3_f1,seen_child_test,725,0.731,val-tuned-by-balanced-accuracy,0.2,0.115,0.8102,0.6434,0.7205,0.6425,0.8071,0.8132,0.6958,0.8348,0.8467,0.62,0.8446,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote_ecapa_enrollment_runs_kfold3_f1/enroll_test_predictions.csv,OK,2026-05-13T03:26:20+00:00
pyannote_ecapa_enrollment_runs_kfold3_f2,seen_child_test,663,0.7602,val-tuned-by-balanced-accuracy,0.2,0.10500000000000001,0.8122,0.6402,0.7297,0.6496,0.8361,0.7897,0.7044,0.8645,0.8598,0.6134,0.8638,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote_ecapa_enrollment_runs_kfold3_f2/enroll_test_predictions.csv,OK,2026-05-13T03:26:20+00:00
sortformer_ecapa_enrollment_runs,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.15,0.15000000000000002,0.8237,0.6244,0.7279,0.6225,0.8176,0.8299,0.6907,0.8524,0.8237,0.6225,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/sortformer_ecapa_enrollment_runs/enroll_test_predictions.csv,OK,2026-05-13T03:26:19+00:00
sortformer_ecapa_enrollment_runs_cross_child,seen_child_test,496,0.754,val-tuned-by-balanced-accuracy,0.5,0.5,0.0,0.1974,0.0971,0.5,0.0,0.0,0.5,0.754,0.0,0.5,0.8598,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/sortformer_ecapa_enrollment_runs_cross_child/enroll_test_predictions.csv,OK,2026-05-13T03:26:20+00:00
sortformer_ecapa_enrollment_runs_kfold3_f0,seen_child_test,795,0.7346,val-tuned-by-balanced-accuracy,0.2,0.1,0.7532,0.6107,0.6776,0.6298,0.8147,0.7003,0.6806,0.8311,0.8219,0.606,0.847,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/sortformer_ecapa_enrollment_runs_kfold3_f0/enroll_test_predictions.csv,OK,2026-05-13T03:26:18+00:00
sortformer_ecapa_enrollment_runs_kfold3_f1,seen_child_test,725,0.731,val-tuned-by-balanced-accuracy,0.2,0.10500000000000001,0.7602,0.6093,0.679,0.6219,0.8042,0.7208,0.6714,0.83,0.8123,0.5963,0.8446,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/sortformer_ecapa_enrollment_runs_kfold3_f1/enroll_test_predictions.csv,OK,2026-05-13T03:26:20+00:00
sortformer_ecapa_enrollment_runs_kfold3_f2,seen_child_test,663,0.7602,val-tuned-by-balanced-accuracy,0.2,0.1,0.7669,0.6088,0.6911,0.634,0.8361,0.7083,0.6854,0.8495,0.8402,0.6148,0.8638,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/sortformer_ecapa_enrollment_runs_kfold3_f2/enroll_test_predictions.csv,OK,2026-05-13T03:26:12+00:00
synth_results/augmentation_experiments/default_14_18mo/ratio_0.5x,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.15,0.14500000000000002,0.8715,0.7677,0.8216,0.797,0.9175,0.8299,0.826,0.9228,0.8715,0.797,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/augmentation_experiments/default_14_18mo/ratio_0.5x/enroll_test_predictions.csv,OK,2026-05-13T03:26:18+00:00
synth_results/augmentation_experiments/default_14_18mo/ratio_0x,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.15,0.14500000000000002,0.8715,0.7677,0.8216,0.797,0.9175,0.8299,0.826,0.9228,0.8715,0.797,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/augmentation_experiments/default_14_18mo/ratio_0x/enroll_test_predictions.csv,OK,2026-05-13T03:26:18+00:00
synth_results/augmentation_experiments/default_14_18mo/ratio_10x,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.15,0.14500000000000002,0.8715,0.7677,0.8216,0.797,0.9175,0.8299,0.826,0.9228,0.8715,0.797,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/augmentation_experiments/default_14_18mo/ratio_10x/enroll_test_predictions.csv,OK,2026-05-13T03:26:18+00:00
synth_results/augmentation_experiments/default_14_18mo/ratio_1x,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.15,0.14500000000000002,0.8715,0.7677,0.8216,0.797,0.9175,0.8299,0.826,0.9228,0.8715,0.797,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/augmentation_experiments/default_14_18mo/ratio_1x/enroll_test_predictions.csv,OK,2026-05-13T03:26:18+00:00
synth_results/augmentation_experiments/default_14_18mo/ratio_2x,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.15,0.14500000000000002,0.8715,0.7677,0.8216,0.797,0.9175,0.8299,0.826,0.9228,0.8715,0.797,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/augmentation_experiments/default_14_18mo/ratio_2x/enroll_test_predictions.csv,OK,2026-05-13T03:26:18+00:00
synth_results/augmentation_experiments/default_14_18mo/ratio_5x,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.15,0.14500000000000002,0.8715,0.7677,0.8216,0.797,0.9175,0.8299,0.826,0.9228,0.8715,0.797,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/augmentation_experiments/default_14_18mo/ratio_5x/enroll_test_predictions.csv,OK,2026-05-13T03:26:18+00:00
usc_sail_ecapa_enrollment_runs_kfold3_f0,seen_child_test,795,0.7346,val-tuned-by-balanced-accuracy,0.15,0.1,0.9137,0.8363,0.8727,0.8348,0.9114,0.9161,0.8484,0.8938,0.915,0.8327,0.847,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/usc_sail_ecapa_enrollment_runs_kfold3_f0/enroll_test_predictions.csv,OK,2026-05-13T03:26:20+00:00
usc_sail_ecapa_enrollment_runs_kfold3_f1,seen_child_test,725,0.731,val-tuned-by-balanced-accuracy,0.15,0.125,0.901,0.8156,0.8551,0.815,0.9002,0.9019,0.8391,0.8991,0.9023,0.8144,0.8446,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/usc_sail_ecapa_enrollment_runs_kfold3_f1/enroll_test_predictions.csv,OK,2026-05-13T03:26:20+00:00
usc_sail_ecapa_enrollment_runs_kfold3_f2,seen_child_test,663,0.7602,val-tuned-by-balanced-accuracy,0.1,0.1,0.9077,0.8012,0.8566,0.7948,0.8988,0.9167,0.8237,0.9019,0.9077,0.7948,0.8638,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/usc_sail_ecapa_enrollment_runs_kfold3_f2/enroll_test_predictions.csv,OK,2026-05-13T03:26:20+00:00
vbx_ecapa_enrollment_runs,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.3,0.19,0.8234,0.636,0.7333,0.6369,0.8258,0.8209,0.6747,0.841,0.8559,0.6077,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/vbx_ecapa_enrollment_runs/enroll_test_predictions.csv,OK,2026-05-13T03:26:19+00:00
vbx_ecapa_enrollment_runs_kfold3_f0,seen_child_test,795,0.7346,val-tuned-by-balanced-accuracy,0.35,0.1,0.7247,0.5976,0.6572,0.6278,0.8203,0.649,0.6914,0.8382,0.8518,0.6004,0.847,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/vbx_ecapa_enrollment_runs_kfold3_f0/enroll_test_predictions.csv,OK,2026-05-13T03:26:20+00:00
vbx_ecapa_enrollment_runs_kfold3_f1,seen_child_test,725,0.731,val-tuned-by-balanced-accuracy,0.3,0.16,0.8004,0.6409,0.7146,0.644,0.8104,0.7906,0.711,0.8445,0.8409,0.5921,0.8446,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/vbx_ecapa_enrollment_runs_kfold3_f1/enroll_test_predictions.csv,OK,2026-05-13T03:26:20+00:00
vbx_ecapa_enrollment_runs_kfold3_f2,seen_child_test,663,0.7602,val-tuned-by-balanced-accuracy,0.35,0.1,0.7623,0.6184,0.6933,0.6534,0.8509,0.6905,0.7172,0.8833,0.8732,0.6071,0.8638,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/vbx_ecapa_enrollment_runs_kfold3_f2/enroll_test_predictions.csv,OK,2026-05-13T03:26:20+00:00
video_asd_ecapa_enrollment_runs/loconet_ecapa,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.5,0.5,0.0,0.1938,0.0932,0.5,0.0,0.0,0.5,0.7596,0.0,0.5,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/video_asd_ecapa_enrollment_runs/loconet_ecapa/enroll_test_predictions.csv,OK,2026-05-13T03:26:19+00:00
