system_name,split,n_clips,pos_rate,threshold_source,tuned_threshold,f1,f1_macro,f1_weighted,balanced_accuracy,precision,recall,auroc,auprc,trivial_f1,trivial_f1_macro,trivial_balanced_accuracy,predictions_path,metrics_json_path,status,regenerated_at
mil/mil_results/seg_mil/usc_sail_top_k,seen_child_test,441,0.7596,val-tuned-alt,0.45,0.8714,0.5274,0.706,0.5474,0.7775,0.991,0.4908,0.7361,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/usc_sail_top_k/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/usc_sail_transformer,seen_child_test,441,0.7596,val-tuned-alt,0.25,0.8714,0.5274,0.706,0.5474,0.7775,0.991,0.5178,0.7888,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/usc_sail_transformer/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/vbx_attention,seen_child_test,441,0.7596,val-tuned-alt,0.55,0.875,0.6597,0.7715,0.64,0.8182,0.9403,0.7913,0.917,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/vbx_attention/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/vbx_auto_pool,seen_child_test,441,0.7596,val-tuned-alt,0.55,0.8697,0.6244,0.7518,0.6099,0.8046,0.9463,0.7755,0.8998,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/vbx_auto_pool/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/vbx_dsmil,seen_child_test,441,0.7596,val-tuned-alt,0.55,0.8729,0.6453,0.7635,0.6273,0.8123,0.9433,0.7924,0.9181,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/vbx_dsmil/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/vbx_exp_softmax_pool,seen_child_test,441,0.7596,val-tuned-alt,0.6,0.8768,0.6765,0.7805,0.6558,0.8259,0.9343,0.7828,0.9076,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/vbx_exp_softmax_pool/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/vbx_gated_attention,seen_child_test,441,0.7596,val-tuned-alt,0.55,0.8741,0.6509,0.7668,0.632,0.8144,0.9433,0.7897,0.9164,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/vbx_gated_attention/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/vbx_gmap,seen_child_test,441,0.7596,val-tuned-alt,0.55,0.8712,0.6264,0.7535,0.6114,0.8051,0.9493,0.7822,0.9068,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/vbx_gmap/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/vbx_max,seen_child_test,441,0.7596,val-tuned-alt,0.5,0.8764,0.646,0.7656,0.6271,0.8117,0.9522,0.8024,0.9201,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/vbx_max/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/vbx_mean,seen_child_test,441,0.7596,val-tuned-alt,0.55,0.8685,0.6185,0.7483,0.6052,0.8025,0.9463,0.7635,0.8885,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/vbx_mean/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/vbx_noisy_or,seen_child_test,441,0.7596,val-tuned-alt,0.05,0.8634,0.4317,0.6559,0.5,0.7596,1.0,0.365,0.6705,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/vbx_noisy_or/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/vbx_top_k,seen_child_test,441,0.7596,val-tuned-alt,0.5,0.868,0.6041,0.7411,0.594,0.7975,0.9522,0.7698,0.8983,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/vbx_top_k/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil/vbx_transformer,seen_child_test,441,0.7596,val-tuned-alt,0.45,0.8691,0.5906,0.7352,0.5844,0.7931,0.9612,0.7292,0.8751,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/vbx_transformer/test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
mil/mil_results/seg_mil_synth/usc_sail_synth_combined_gated_attention,seen_child_test,441,0.7596,val-tuned-alt,0.3,0.8707,0.5402,0.7118,0.5539,0.7801,0.9851,0.659,0.8429,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil_synth/usc_sail_synth_combined_gated_attention/test_predictions.csv,,OK,2026-05-13T02:26:56+00:00
mil/mil_results/seg_mil_synth/usc_sail_synth_combined_transformer,seen_child_test,441,0.7596,val-tuned-alt,0.05,0.8714,0.5274,0.706,0.5474,0.7775,0.991,0.5913,0.7986,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil_synth/usc_sail_synth_combined_transformer/test_predictions.csv,,OK,2026-05-13T02:26:56+00:00
mil/mil_results/seg_mil_synth_v1/usc_sail_synth_combined_gated_attention,seen_child_test,441,0.7596,val-tuned-alt,0.35,0.8648,0.5583,0.7175,0.5623,0.784,0.9642,0.6361,0.8336,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil_synth_v1/usc_sail_synth_combined_gated_attention/test_predictions.csv,,OK,2026-05-13T02:26:56+00:00
mil/mil_results/seg_mil_synth_v1/usc_sail_synth_combined_transformer,seen_child_test,441,0.7596,val-tuned-alt,0.3,0.8714,0.5274,0.706,0.5474,0.7775,0.991,0.6365,0.8291,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil_synth_v1/usc_sail_synth_combined_transformer/test_predictions.csv,,OK,2026-05-13T02:26:56+00:00
mil/mil_results/short_voc_head,seen_child_test,441,0.7596,val-tuned,0.3899999999999999,0.9035,0.7851,0.8466,0.7725,0.8854,0.9224,0.8916,0.9624,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/short_voc_head/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/short_voc_head/test_metrics_tuned.json,OK,2026-05-13T02:26:55+00:00
mil/mil_results/wav2vec2_large_mil,seen_child_test,441,0.7596,val-tuned,0.5,0.8767,0.6423,0.764,0.6238,0.8101,0.9552,0.7357,0.8849,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wav2vec2_large_mil/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wav2vec2_large_mil/test_metrics_tuned.json,OK,2026-05-13T02:26:55+00:00
mil/mil_results/wavlm_mil,seen_child_test,441,0.7596,val-tuned,0.5,0.8823,0.6369,0.7643,0.6186,0.8069,0.9731,0.7711,0.8931,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil/test_metrics_tuned.json,OK,2026-05-13T02:26:55+00:00
mil/mil_results/wavlm_mil/age_stratified/12_16m,seen_child_test,234,0.6966,default-0.5,0.5,0.8525,0.6368,0.7216,0.6286,0.7571,0.9755,0.7762,0.85,0.8212,0.4106,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil/age_stratified/12_16m/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil/age_stratified/12_16m/test_metrics_tuned.json,OK,2026-05-13T02:26:55+00:00
mil/mil_results/wavlm_mil/age_stratified/34_38m,seen_child_test,207,0.8309,default-0.5,0.5,0.9126,0.623,0.8146,0.5998,0.8608,0.9709,0.7585,0.9329,0.9077,0.4538,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil/age_stratified/34_38m/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil/age_stratified/34_38m/test_metrics_tuned.json,OK,2026-05-13T02:26:55+00:00
mil/mil_results/wavlm_mil_acmil,seen_child_test,441,0.7596,val-tuned,0.5,0.87,0.5522,0.7172,0.5603,0.7828,0.9791,0.7329,0.8773,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_acmil/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_acmil/test_metrics_tuned.json,OK,2026-05-13T02:26:55+00:00
mil/mil_results/wavlm_mil_acmil_gated,seen_child_test,441,0.7596,val-tuned,0.55,0.8713,0.5827,0.7326,0.5794,0.7908,0.9701,0.7356,0.8771,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_acmil_gated/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_acmil_gated/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/wavlm_mil_acmil_max,seen_child_test,441,0.7596,val-tuned,0.5,0.8703,0.6533,0.766,0.6355,0.8168,0.9313,0.7598,0.8928,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_acmil_max/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_acmil_max/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/wavlm_mil_acmil_topk,seen_child_test,441,0.7596,val-tuned,0.5,0.884,0.6568,0.7748,0.6345,0.8141,0.9672,0.7752,0.9021,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_acmil_topk/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_acmil_topk/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/wavlm_mil_child_adapted,seen_child_test,441,0.7596,val-tuned,0.05,0.8634,0.4317,0.6559,0.5,0.7596,1.0,0.5,0.7596,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_child_adapted/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_child_adapted/test_metrics_tuned.json,OK,2026-05-13T02:26:55+00:00
mil/mil_results/wavlm_mil_cross_child,seen_child_test,496,0.754,val-tuned,0.4,0.8627,0.4554,0.6623,0.5123,0.7586,1.0,0.6902,0.8445,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_cross_child/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_cross_child/test_metrics_tuned.json,OK,2026-05-13T02:26:55+00:00
mil/mil_results/wavlm_mil_cross_child_synth,seen_child_test,496,0.754,val-tuned,0.3,0.8637,0.4636,0.6669,0.5164,0.7602,1.0,0.5661,0.8056,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_cross_child_synth/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_cross_child_synth/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/wavlm_mil_cross_child_synth_v1,seen_child_test,496,0.754,val-tuned,0.3,0.8637,0.4636,0.6669,0.5164,0.7602,1.0,0.6199,0.8353,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_cross_child_synth_v1/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_cross_child_synth_v1/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/wavlm_mil_hardneg,seen_child_test,441,0.7596,val-tuned,0.05,0.8634,0.4317,0.6559,0.5,0.7596,1.0,0.6421,0.8436,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_hardneg/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_hardneg/test_metrics_tuned.json,OK,2026-05-13T02:26:55+00:00
mil/mil_results/wavlm_mil_hardneg_synth,seen_child_test,441,0.7596,val-tuned,0.35,0.8534,0.4521,0.6605,0.5007,0.7599,0.9731,0.7059,0.8605,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_hardneg_synth/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_hardneg_synth/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/wavlm_mil_hardneg_synth_v1,seen_child_test,441,0.7596,val-tuned,0.05,0.8634,0.4317,0.6559,0.5,0.7596,1.0,0.6568,0.8509,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_hardneg_synth_v1/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_hardneg_synth_v1/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/wavlm_mil_kfold3_f0,seen_child_test,795,0.7346,val-tuned,0.45,0.8494,0.4607,0.6431,0.5164,0.7411,0.9949,0.6458,0.8208,0.847,0.4235,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_kfold3_f0/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_kfold3_f0/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/wavlm_mil_kfold3_f1,seen_child_test,725,0.731,val-tuned,0.6,0.8477,0.4717,0.6454,0.5219,0.7398,0.9925,0.6177,0.7937,0.8446,0.4223,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_kfold3_f1/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_kfold3_f1/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/wavlm_mil_kfold3_f2,seen_child_test,663,0.7602,val-tuned,0.45,0.869,0.4981,0.6911,0.5316,0.772,0.994,0.6471,0.8312,0.8638,0.4319,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_kfold3_f2/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_kfold3_f2/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/wavlm_mil_knnvc,seen_child_test,441,0.7596,val-tuned,0.5,0.8634,0.4317,0.6559,0.5,0.7596,1.0,0.536,0.7829,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_knnvc/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_knnvc/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/wavlm_mil_layersum,seen_child_test,441,0.7596,val-tuned,0.5,0.8656,0.4513,0.6665,0.5094,0.7631,1.0,0.6954,0.868,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_layersum/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_layersum/test_metrics_tuned.json,OK,2026-05-13T02:26:55+00:00
mil/mil_results/wavlm_mil_tinyvox,seen_child_test,441,0.7596,val-tuned,0.5,0.8657,0.485,0.6827,0.5238,0.7685,0.991,0.6698,0.8192,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_tinyvox/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_tinyvox/test_metrics_tuned.json,OK,2026-05-13T02:26:55+00:00
mil/mil_results/wavlm_mil_tsmil_concat,seen_child_test,436,0.7661,val-tuned,0.3,0.8809,0.5844,0.7422,0.5808,0.7966,0.985,0.7297,0.8771,0.8675,0.4338,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_tsmil_concat/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_tsmil_concat/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/wavlm_mil_tsmil_film,seen_child_test,436,0.7661,val-tuned,0.5,0.8742,0.5311,0.7137,0.5479,0.7838,0.988,0.7273,0.8825,0.8675,0.4338,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_tsmil_film/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/wavlm_mil_tsmil_film/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_base_mil,seen_child_test,441,0.7596,val-tuned,0.5,0.8697,0.6244,0.7518,0.6099,0.8046,0.9463,0.702,0.861,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_base_mil/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_base_mil/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_large_mil,seen_child_test,441,0.7596,val-tuned,0.5,0.8934,0.6867,0.7941,0.6579,0.8237,0.9761,0.8671,0.9525,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_large_mil/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_large_mil/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_medium_mil,seen_child_test,441,0.7596,val-tuned,0.5,0.9035,0.7851,0.8466,0.7725,0.8854,0.9224,0.873,0.9513,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_medium_mil/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_medium_mil/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_medium_mil_kfold3_f0,seen_child_test,795,0.7346,val-tuned,0.75,0.8922,0.782,0.8337,0.77,0.8711,0.9144,0.8742,0.941,0.847,0.4235,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_medium_mil_kfold3_f0/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_medium_mil_kfold3_f0/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_medium_mil_kfold3_f1,seen_child_test,725,0.731,val-tuned,0.45,0.8856,0.7677,0.8222,0.754,0.8597,0.9132,0.8623,0.9311,0.8446,0.4223,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_medium_mil_kfold3_f1/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_medium_mil_kfold3_f1/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_medium_mil_kfold3_f2,seen_child_test,663,0.7602,val-tuned,0.45,0.8874,0.7315,0.8126,0.7129,0.8548,0.9226,0.8742,0.9492,0.8638,0.4319,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_medium_mil_kfold3_f2/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_medium_mil_kfold3_f2/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil,seen_child_test,441,0.7596,val-tuned,0.5,0.886,0.746,0.8187,0.7353,0.8682,0.9045,0.8531,0.9457,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil/test_metrics_tuned.json,OK,2026-05-13T02:26:55+00:00
mil/mil_results/whisper_mil/age_stratified/12_16m,seen_child_test,234,0.6966,default-0.5,0.5,0.8529,0.7449,0.7874,0.7384,0.8353,0.8712,0.8293,0.9146,0.8212,0.4106,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil/age_stratified/12_16m/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil/age_stratified/12_16m/test_metrics_tuned.json,OK,2026-05-13T02:26:55+00:00
mil/mil_results/whisper_mil/age_stratified/34_38m,seen_child_test,207,0.8309,default-0.5,0.5,0.9174,0.7285,0.8535,0.7109,0.8994,0.936,0.8754,0.9703,0.9077,0.4538,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil/age_stratified/34_38m/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil/age_stratified/34_38m/test_metrics_tuned.json,OK,2026-05-13T02:26:55+00:00
mil/mil_results/whisper_mil_acmil,seen_child_test,441,0.7596,val-tuned,0.5,0.8722,0.6522,0.7664,0.6338,0.8156,0.9373,0.7338,0.8762,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_acmil/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_acmil/test_metrics_tuned.json,OK,2026-05-13T02:26:55+00:00
mil/mil_results/whisper_mil_acmil_gated,seen_child_test,441,0.7596,val-tuned,0.4,0.8762,0.5831,0.7353,0.5807,0.7909,0.9821,0.7354,0.8791,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_acmil_gated/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_acmil_gated/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_acmil_max,seen_child_test,441,0.7596,val-tuned,0.5,0.8911,0.7513,0.8239,0.7365,0.8672,0.9164,0.8415,0.9364,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_acmil_max/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_acmil_max/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_acmil_max_kfold3_f0,seen_child_test,795,0.7346,val-tuned,0.5,0.8576,0.5577,0.6984,0.5679,0.7627,0.9795,0.6687,0.8081,0.847,0.4235,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_acmil_max_kfold3_f0/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_acmil_max_kfold3_f0/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_acmil_max_kfold3_f1,seen_child_test,725,0.731,val-tuned,0.5,0.8617,0.6098,0.7262,0.6029,0.7753,0.9698,0.752,0.8723,0.8446,0.4223,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_acmil_max_kfold3_f1/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_acmil_max_kfold3_f1/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_acmil_max_kfold3_f2,seen_child_test,663,0.7602,val-tuned,0.6,0.8825,0.6458,0.7689,0.6256,0.8106,0.9683,0.7885,0.9153,0.8638,0.4319,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_acmil_max_kfold3_f2/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_acmil_max_kfold3_f2/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_acmil_topk,seen_child_test,441,0.7596,val-tuned,0.5,0.8754,0.7137,0.7977,0.7007,0.8507,0.9015,0.8163,0.9257,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_acmil_topk/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_acmil_topk/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_cross_child,seen_child_test,496,0.754,val-tuned,0.5,0.8951,0.6976,0.7979,0.6669,0.8229,0.9813,0.8761,0.9538,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child/test_metrics_tuned.json,OK,2026-05-13T02:26:55+00:00
mil/mil_results/whisper_mil_cross_child_kfold3_f0,seen_child_test,930,0.7613,val-tuned,0.5,0.897,0.7302,0.8174,0.7019,0.8469,0.9534,0.8418,0.934,0.8645,0.4322,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_kfold3_f0/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_kfold3_f0/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_cross_child_kfold3_f1,seen_child_test,729,0.7188,val-tuned,0.5,0.87,0.6883,0.7678,0.6668,0.7968,0.958,0.8514,0.9346,0.8364,0.4182,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_kfold3_f1/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_kfold3_f1/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
