child_visible_gpt4o,child_vocalizing_gpt4o,n_children_visible_mean,visual_quality_gpt4o,gpt4o_reasoning,n_frames_sampled,n_frames_api_error,model_used,cost_usd_estimate,clip_id
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is sitting in a chair with a woman standing behind him. They are both looking at the camera.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is being held by a woman in a living room.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1609
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child brushing his teeth in a bathroom.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child brushing their teeth in a bathroom.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1610
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy with blonde hair is making a funny face and opening his mouth wide.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A woman and a young boy are sitting together, the boy is not vocalizing.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1611
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is playing with a laptop, interacting with a game or learning tool.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is playing with a laptop, looking at a screen with a game on it.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1612
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is playing with a yellow Bb card.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is playing with a card game, looking at the camera.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1613
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is smiling and laughing while playing with toy cars.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is talking to the camera.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1614
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A child is playing with a toy car on the floor.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A child is playing with a toy on the floor.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1615
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is playing with a toy on a blue carpet.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby sitting on the floor, looking up at the camera.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1616
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby crawling on the floor.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby is crying and holding a stuffed animal.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1617
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is standing on a wooden floor, looking at a chair. The child is not vocalizing.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child wearing a blue shirt with a superman logo on it.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1618
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A child is playing on a carpeted floor, wearing a white shirt. The child is not vocalizing.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is sitting on a green chair, looking at the camera.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1619
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby sitting in a toy car, looking at the camera.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby is sitting on a blue toy horse, holding the horse's head with one hand and holding the horse's tail with the other hand. The baby is looking at the camera.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1620
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is standing in a toy house, looking out the window.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is opening a door on a play kitchen set.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1621
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby in a high chair is eating and making a mess.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby in a high chair looking at the camera.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1622
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby wearing a green frog bib is sitting in a high chair and looking at the camera.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby in a striped shirt is smiling and looking at the camera.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1623
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""Two children playing with a large ball.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is sitting on the floor and smiling. He is wearing blue pajamas and appears to be happy.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1624
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is standing in front of a wall with letters on it, pointing at the letters.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is standing in a room, wearing pajamas and appears to be playing.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1625
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is laying on a purple ball on the floor.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is playing with blocks on the floor.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1626
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is holding a toy car and wearing a blue shirt with a dinosaur on it.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is sitting on the floor, facing away from the camera.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1627
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child wearing a dinosaur shirt with a toy in their hand.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby wearing a dinosaur shirt looking at the camera.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1628
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby is wrapped in a blanket and is not vocalizing.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young girl smiling and holding a yellow and blue blanket.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1629
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is holding a yellow and green ball in their hand and appears to be playing with it.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""poor"",
""notes"": ""A young child is visible in the image, but they are not vocalizing. The image is blurry and not of high quality.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1630
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child wearing a pink polka dot shirt is sitting on the floor.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is standing on a carpeted floor, wearing pink shoes. They are not vocalizing.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1631
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child wearing a pink shirt with flowers on it stands in a room with a wooden floor.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby wearing a pink dress is smiling and looking at the camera.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1632
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby is walking on a wooden floor, holding a toy.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby girl wearing a pink dress is standing on a carpeted floor and holding a white toy.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1633
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby eating corn on the cob.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby looking at the camera with a banana in their hand.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1634
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby wearing a red plaid shirt is laying down and looking at the camera.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child wearing a red plaid shirt is laying down and looking at the camera.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1635
,,,,"{
""child\_visible"": ""no"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 0,
""visual\_quality"": ""poor"",
""notes"": ""A young child is not visible in the image. The visual quality is poor, with no recognizable scene content.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A person is sitting on the floor, possibly playing with a toy.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1636
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is drinking from a bottle and making a mess.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby wearing yellow polka dots is looking at the camera and appears to be vocalizing.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1637
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child with brown hair is wearing a purple shirt and looking at the camera.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child with short hair is looking at the camera.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1638
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby in a blue shirt and pink shoes is walking across the floor.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child wearing white shoes is standing on a carpeted floor, playing with a toy.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1639
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby playing with a toy.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby playing with a toy piano.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1640
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A woman and a baby are sitting on a couch, reading a book together. The baby is wearing a dinosaur onesie and is looking at the book.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A woman and a baby are reading a book together. The baby is wearing a blue onesie with a dinosaur on it.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1641
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby is eating food off a high chair tray.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby eating food from a high chair.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1642
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child wearing a blue shirt and blue hat is standing on the beach, looking at the sand.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is walking on the beach, enjoying the outdoors.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1643
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby is sitting in a high chair and smiling at the camera.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby in a high chair eating food and making a mess.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1644
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A man and a child are standing on the beach, enjoying the view of the ocean.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A man and a child walking on the beach.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1645
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby is crawling on the floor.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A woman is holding a baby in a living room.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1646
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A man is holding a young child on a trampoline.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is playing on a trampoline with a man watching.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1647
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is sitting in a train car, looking out the window. The child appears to be enjoying the ride.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young girl is sitting in the back of a train car, smiling and laughing. She appears to be enjoying her time on the ride.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1648
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is playing with a toy on a wooden floor.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is playing with toothbrushes on a wooden floor.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1649
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby playing with a toy piano.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby playing with a toy piano.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1650
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A man is kneeling down and playing with a toy carpet cleaner. A young child is also present in the room, but they are not interacting with the man or the toy.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is playing with a toy lawn mower on a wooden floor.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1651
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is sitting on a couch, looking at the camera and thinking.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy sitting on a couch, looking at the camera.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1652
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A woman and a young boy are sitting at a table. The boy is not vocalizing.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy sitting at a table with a bowl of food in front of him. He is not vocalizing.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1653
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A woman and a child are sitting at a table. The child is not vocalizing.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is sitting at a wooden dining table with chairs, cups, and a bowl on it. The child is not vocalizing.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1654
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy drinking from a cup while sitting at a table with a woman.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A woman is feeding a young child a drink. The child is sitting in a chair and smiling.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1655
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A woman and a child are playing with a blue bucket in the yard. The child is wearing a grey jacket and blue pants.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A woman is making a peace sign with her fingers while standing in a yard. She is smiling and appears to be enjoying herself.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1656
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is walking on a wooden deck, wearing a grey jacket and pink shoes. The child appears to be walking towards a chair.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is playing on a wooden floor.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1657
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child with red and green striped shirt is laying down on a bed.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is visible in the image, and they appear to be vocalizing.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1658
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child in a pink coat and boots is holding a bucket and walking in a yard.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is holding a bucket filled with colorful eggs and is about to drop one of them on the ground.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1659
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""Two children playing on a trampoline.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is playing on a trampoline with a little girl standing nearby.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1660
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy looking at the water through a fence.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""poor"",
""notes"": ""A young child is looking at the water through a fence. The child appears to be curious about the water and the animals in it.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1661
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is holding a green cup and looking at the water.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is looking at a waterfall, wearing a black hoodie and green shorts.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1662
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child wearing a pink jacket walks past a doorway.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is playing with a ball in a grassy area.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1663
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is holding a red toy in a store.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is standing in front of a shopping cart, holding onto the cart handle.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1664
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy holding a green bottle on a sidewalk.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A person is visible in the stroller, but they are not vocalizing.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1665
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child in a red shirt is sitting in a toy chair and playing with the handles.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child wearing a red Elmo shirt is sitting in a toy car.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1666
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy with a blue jacket and red pants is sitting in the snow and eating snow. He is wearing a green toothbrush in his mouth.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy sitting in the snow with a dog leash around his neck.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,1667
