filename,audio_duration_sec,vtc_sec,babar_sec,n_utterances
sub-L6F2P7K8P1_ses-02_task-generalsocialcommunicationinteraction_run-05_audio__381ebca273d90d716e1ed5ad38468fc4.wav,7.31,0.07,0.24,3.0
sub-L6F2P7K8P1_ses-02_task-motorplay_run-01_audio__0e195d47ca46c84f165ed9dee6737fd1.wav,9.24,0.09,0.0,0.0
sub-L6F2P7K8P1_ses-02_task-other_run-01_audio__a6f1cbc46c1bf30674b6deb3e918b8b3.wav,22.73,0.23,0.24,1.0
sub-L6F2P7K8P1_ses-02_task-toyplay_run-01_audio__1db8fce46117a726eb1e474c4f9a443c.wav,14.74,0.15,0.25,2.0
sub-L6F2P7K8P1_ses-02_task-toyplay_run-02_audio__fd5689532873270ab7a7a2b76c69ae8b.wav,34.76,0.35,0.0,0.0
sub-L6F2P7K8P1_ses-02_task-toyplay_run-03_audio__a7f4834d6a9f988c4d3b956bbf0dfab2.wav,18.23,0.18,0.23,1.0
sub-L6F2P7K8P1_ses-02_task-toyplay_run-04_audio__c610b869f9a0d226c42b849e6f0e12ef.wav,21.36,0.22,0.27,5.0
sub-L6F2P7K8P1_ses-02_task-toyplay_run-05_audio__1e77d5919925927c8064632446a10d7d.wav,137.79,1.39,0.37,19.0
sub-L6F2P7K8P1_ses-02_task-toyplay_run-06_audio__e63a598c77c1d672ee2e68f6cd37b1e5.wav,8.64,0.09,0.0,0.0
sub-L7Z6Q2U6Y6_ses-02_task-dailyroutine_run-01_audio__07295e915cfaf2ca7dc8513b84a74c88.wav,18.37,0.19,0.24,1.0
sub-L7Z6Q2U6Y6_ses-02_task-generalsocialcommunicationinteraction_run-01_audio__2180cc261cc0b8bfcc39bc63a8340c9c.wav,22.2,0.22,0.25,4.0
sub-L7Z6Q2U6Y6_ses-02_task-generalsocialcommunicationinteraction_run-02_audio__4ebb1919c26d67d83028d2c77bd4a5ab.wav,26.17,0.26,0.27,6.0
sub-L7Z6Q2U6Y6_ses-02_task-generalsocialcommunicationinteraction_run-03_audio__09abe2c5d83811362d4b4debfd946458.wav,55.59,0.56,0.29,9.0
sub-L7Z6Q2U6Y6_ses-02_task-other_run-01_audio__c3e15f6cac4e46f2fbfb0bb87d407ad3.wav,15.37,0.16,,
sub-L7Z6Q2U6Y6_ses-02_task-specialoccasion_run-01_audio__e6d6bf9ca10b3c504fabe0c018d91dd9.wav,45.44,0.46,0.31,11.0
sub-L7Z6Q2U6Y6_ses-02_task-specialoccasion_run-02_audio__974f5b6c1a4a2c2af8d88b580fdb5ecc.wav,20.02,0.2,0.25,4.0
sub-M2N1C8G1C8_ses-01_task-generalsocialcommunicationinteraction_run-01_audio__d6f8991106371673b9bb5734e5692e21.wav,10.41,0.11,0.24,2.0
sub-M2N1C8G1C8_ses-01_task-generalsocialcommunicationinteraction_run-02_audio__5c78a45b29ac5b61c4cae00df8c9f7fd.wav,13.44,0.14,0.0,0.0
sub-M2N1C8G1C8_ses-01_task-generalsocialcommunicationinteraction_run-03_audio__24cee34de5ae7b88211dd39fa51670f3.wav,11.14,0.11,0.24,2.0
sub-M2N1C8G1C8_ses-01_task-other_run-01_audio__d1d2de5f21f4d827964c1c95b705ca15.wav,24.79,0.25,0.28,10.0
sub-M2N1C8G1C8_ses-01_task-other_run-02_audio__5805008deabe022608061411d4cb9264.wav,7.3,0.07,0.23,1.0
sub-M2N1C8G1C8_ses-01_task-toyplay_run-02_audio__c77c2cae8caaa43fb986aa1537691620.wav,21.2,0.21,0.23,1.0
sub-M4R4B8C7G8_ses-02_task-generalsocialcommunicationinteraction_run-02_audio__9b9801d2a5dcd9c142ed0a1192d5de0e.wav,25.79,0.26,0.26,8.0
sub-M4R4B8C7G8_ses-02_task-generalsocialcommunicationinteraction_run-03_audio__20ef8244b24d0e5e639f71794d541a27.wav,12.54,0.13,0.25,1.0
sub-M4R4B8C7G8_ses-02_task-generalsocialcommunicationinteraction_run-04_audio__1ca89e1c114c7e48d742ee886398c2e6.wav,25.79,0.26,0.0,0.0
sub-M4R4B8C7G8_ses-02_task-socialroutine_run-01_audio__3bbb476c826ec891dbda62beb39bfe72.wav,25.77,0.26,0.29,9.0
sub-M4R4B8C7G8_ses-02_task-toyplay_run-01_audio__f5ab22b01ba1da663d175aa387f7158c.wav,9.56,0.1,0.23,1.0
sub-M5F7G8S4F0_ses-01_task-bookshare_run-01_audio__39d69ee3c98a1aaa567856cfaf7f9d14.wav,38.17,0.39,0.24,2.0
sub-M5F7G8S4F0_ses-01_task-bookshare_run-02_audio__c7250a617bcca3282d7a827071c6a580.wav,10.73,0.11,0.24,2.0
sub-M5F7G8S4F0_ses-01_task-dailyroutine_run-01_audio__b754f79eb591281b62be4af4760194ba.wav,19.92,0.2,0.26,4.0
sub-M5F7G8S4F0_ses-01_task-dailyroutine_run-02_audio__ce183182dcec00f4966578aef4ed6148.wav,19.88,0.2,0.24,2.0
sub-M5F7G8S4F0_ses-01_task-generalsocialcommunicationinteraction_run-01_audio__63ca974221541f29aab9183e96cfb3de.wav,16.76,0.17,0.26,6.0
sub-M5F7G8S4F0_ses-01_task-other_run-01_audio__592b9ad818a08229c4776ad748c016ec.wav,19.99,0.2,0.0,0.0
sub-M5F7G8S4F0_ses-01_task-socialroutine_run-01_audio__5624e12ea9d98885adeffe433be86454.wav,19.9,0.2,0.24,3.0
sub-M5F7G8S4F0_ses-01_task-toyplay_run-01_audio__a1e80afba7649756f066d8b09645eae2.wav,100.82,1.02,0.35,16.0
sub-M5F7G8S4F0_ses-01_task-toyplay_run-02_audio__5c0423d2fb6c7e88cd2b8d5799c2ff6e.wav,56.61,0.57,0.23,2.0
sub-M5F7G8S4F0_ses-01_task-toyplay_run-03_audio__12627e0e2172c1bba73783315900b9f3.wav,19.97,0.2,0.0,0.0
sub-M5F7G8S4F0_ses-01_task-toyplay_run-04_audio__b4f7e848550bb46b05bfd4c27f39538c.wav,20.02,0.2,0.0,0.0
sub-M5F7G8S4F0_ses-01_task-toyplay_run-05_audio__c942908c0244f1b1954edc921ffafa5b.wav,19.97,0.2,0.25,2.0
sub-M5F7G8S4F0_ses-01_task-toyplay_run-06_audio__53046e887f432ba272bf47419afe6d6b.wav,36.83,0.37,0.3,11.0
sub-M5F7G8S4F0_ses-01_task-toyplay_run-07_audio__d062ec67dcf354c01be70654f4001050.wav,19.97,0.2,0.25,2.0
sub-M5H7X4O2M2_ses-01_task-generalsocialcommunicationinteraction_run-02_audio__d905bbd911c770cbb81dc1494968533c.wav,56.8,0.57,0.0,0.0
sub-M5H7X4O2M2_ses-01_task-generalsocialcommunicationinteraction_run-03_audio__ea5f33059a1f9f55a45df9cf37118fac.wav,4.23,0.04,0.24,1.0
sub-M5H7X4O2M2_ses-01_task-generalsocialcommunicationinteraction_run-04_audio__9b69a4bcb6108af710fb144a8099e979.wav,30.7,0.31,0.27,6.0
sub-M5H7X4O2M2_ses-01_task-generalsocialcommunicationinteraction_run-06_audio__b8e1721bb8d502e2dc13783a08ae93df.wav,37.43,0.38,0.26,7.0
sub-M5H7X4O2M2_ses-01_task-motorplay_run-02_audio__2d6988661bc627f63e6d8c9ad533c965.wav,53.55,0.54,0.3,10.0
sub-M5H7X4O2M2_ses-01_task-motorplay_run-04_audio__eda79931ab71127ac1adc97a680ad7cf.wav,26.97,0.27,0.26,5.0
sub-M5H7X4O2M2_ses-01_task-other_run-01_audio__a4958d9aad1c0253527895e47d82b1da.wav,18.41,0.19,0.27,8.0
sub-M5H7X4O2M2_ses-01_task-other_run-02_audio__e1b04f099c1b32db44afaff81b977b09.wav,96.5,0.98,0.24,2.0
sub-M5H7X4O2M2_ses-01_task-other_run-04_audio__990014ee9ee882aab3ba865cb1c1dd87.wav,18.52,0.19,0.26,3.0
sub-M5H7X4O2M2_ses-01_task-other_run-05_audio__1d4276c6aea8b89cf08f7d7b6210f7c0.wav,23.17,0.23,0.25,3.0
sub-M5H7X4O2M2_ses-02_task-generalsocialcommunicationinteraction_run-01_audio__5a18b1184749dc188321fffec6a4aff2.wav,8.22,0.08,0.24,2.0
sub-M5H7X4O2M2_ses-02_task-motorplay_run-01_audio__be0ebd6b2706e0ce6b72ee942a92a2cb.wav,25.52,0.26,0.26,7.0
sub-M5H7X4O2M2_ses-02_task-other_run-01_audio__bdfd065c596a43e77538ee057fbd415b.wav,10.47,0.11,0.26,6.0
sub-M5H7X4O2M2_ses-02_task-other_run-03_audio__b5d14ee826fb46f9dc5565268a97200d.wav,46.11,0.47,,
sub-M5H7X4O2M2_ses-02_task-other_run-04_audio__f2bd1311c90392bd80e08171a4a08b83.wav,7.06,0.07,,
sub-M5H7X4O2M2_ses-02_task-other_run-05_audio__72bca1ca54a851facba627fe98c8d232.wav,15.14,0.15,0.0,0.0
sub-M5O1K4W9O1 2_ses-01_task-unknown_run-04_audio__0c3a0fabf2dfb4073a4822f8a7cd0a3a.wav,11.82,0.12,,
sub-M5O1K4W9O1 2_ses-01_task-unknown_run-05_audio__7f0c32e75c6317fd902eb02ece43a8f6.wav,20.36,0.21,,
sub-M5O1K4W9O1 2_ses-01_task-unknown_run-07_audio__07ad0b1860d845904d2eb0e543992eb8.wav,6.78,0.07,,
sub-M5O1K4W9O1 2_ses-01_task-unknown_run-09_audio__795650be8d7ee94e90535f0f0b3fc431.wav,13.86,0.14,,
sub-M5O1K4W9O1 2_ses-01_task-unknown_run-12_audio__51758b257b9a08817155e96276e1e726.wav,7.99,0.08,,
sub-M5O1K4W9O1 2_ses-02_task-unknown_run-01_audio__ca14ff30862e27f02bc427bb95b651ee.wav,2.25,0.02,,
sub-M5O1K4W9O1 2_ses-02_task-unknown_run-03_audio__1d8d831a05cc75b7e559e120403dde38.wav,8.96,0.09,,
sub-M5O1K4W9O1 2_ses-02_task-unknown_run-04_audio__22d028d89a0acae5b7a2d8dc7650e234.wav,3.95,0.04,,
sub-M5O1K4W9O1 2_ses-02_task-unknown_run-05_audio__07d79aefc3c06b7ffbc4f1131c400a5c.wav,3.0,0.03,,
sub-M5O1K4W9O1 2_ses-02_task-unknown_run-07_audio__12ddd0b267c999e5c9a62b0629ca3855.wav,15.77,0.16,,
sub-M5O1K4W9O1 2_ses-02_task-unknown_run-09_audio__d238aec1f59d35ab182191c550aba217.wav,12.63,0.13,,
sub-M5O1K4W9O1_ses-01_task-dailyroutine_run-01_audio__5376f54dc8f11a4cfb9a891eedf5e4a9.wav,8.22,0.08,0.25,1.0
sub-M5O1K4W9O1_ses-01_task-dailyroutine_run-03_audio__5c44e29c91c5b5387149c4a0699484a1.wav,8.99,0.09,0.25,1.0
sub-M5O1K4W9O1_ses-01_task-generalsocialcommunicationinteraction_run-01_audio__bed1a55e2a9e299181ba38a57d7eaa0d.wav,13.82,0.14,0.25,2.0
sub-M5O1K4W9O1_ses-01_task-generalsocialcommunicationinteraction_run-02_audio__0c9fd11617d9983896c1ba674949b750.wav,13.21,0.13,0.0,0.0
sub-M5O1K4W9O1_ses-01_task-generalsocialcommunicationinteraction_run-03_audio__25408e89462a1d44cdb25af28cd5373c.wav,25.5,0.26,0.23,3.0
sub-M5O1K4W9O1_ses-01_task-generalsocialcommunicationinteraction_run-04_audio__599a185a0c6d446307253cce6b245f79.wav,9.54,0.1,0.25,3.0
sub-M5O1K4W9O1_ses-01_task-generalsocialcommunicationinteraction_run-05_audio__6110bbe04d89e540fb3449864dd78449.wav,11.45,0.12,0.24,2.0
sub-M5O1K4W9O1_ses-01_task-toyplay_run-03_audio__acb6f062c82e920e03c8855f4b59f252.wav,30.0,0.3,0.24,4.0
sub-M5O1K4W9O1_ses-01_task-toyplay_run-04_audio__e9bfd460b08983d26c57275e7a94e18b.wav,25.12,0.25,0.24,3.0
sub-M5O1K4W9O1_ses-01_task-toyplay_run-05_audio__d7c9b5abd9f0e3f786ba18a3a51ff090.wav,15.63,0.16,0.24,2.0
sub-M5O1K4W9O1_ses-02_task-generalsocialcommunicationinteraction_run-02_audio__fe129c644ece49c04121200f0a30cb35.wav,20.92,0.21,0.26,3.0
sub-M5O1K4W9O1_ses-02_task-generalsocialcommunicationinteraction_run-03_audio__0a8b70e2c4334c30daff952c357b83f5.wav,18.13,0.18,0.26,5.0
sub-M5O1K4W9O1_ses-02_task-generalsocialcommunicationinteraction_run-04_audio__48aa5bd02fac500ac0f66b99973e7d1e.wav,17.41,0.18,0.26,4.0
sub-M5O1K4W9O1_ses-02_task-specialoccasion_run-01_audio__39e127a61ac7c407b38663cd8647160f.wav,7.08,0.07,0.25,3.0
sub-M5O1K4W9O1_ses-02_task-specialoccasion_run-02_audio__7a89e9963f1076e5b35ade758e033a09.wav,8.71,0.09,0.23,1.0
sub-M5Y0K3C9L0_ses-01_task-generalsocialcommunicationinteraction_run-01_audio__7fdd6ff70b926dafd8bd949effcd5f0d.wav,7.62,0.08,0.24,1.0
sub-M5Y0K3C9L0_ses-01_task-generalsocialcommunicationinteraction_run-02_audio__691b0dfd4c880d9d44ccb3a1b5bbe2df.wav,24.61,0.25,0.0,0.0
sub-M5Y0K3C9L0_ses-01_task-motorplay_run-01_audio__0a64731cc143445f7fb911484d09c488.wav,2.04,0.02,,
sub-M5Y0K3C9L0_ses-01_task-motorplay_run-02_audio__8d7a73ff381dd79f2326404a2a5829a1.wav,31.58,0.32,0.23,2.0
sub-M5Y0K3C9L0_ses-01_task-motorplay_run-03_audio__c07d37d198a04c535919c13b98589364.wav,30.81,0.31,0.23,2.0
sub-M5Y0K3C9L0_ses-01_task-motorplay_run-04_audio__a3001c3da3397c3bbd7109f5a61395f8.wav,8.92,0.09,,
sub-M5Y0K3C9L0_ses-01_task-socialroutine_run-01_audio__56fc7707c3e7668426cbf8f6fcb2f0db.wav,52.48,0.53,0.33,14.0
sub-M5Y0K3C9L0_ses-02_task-generalsocialcommunicationinteraction_run-01_audio__f722a14b900633a811ca609033138377.wav,65.32,0.66,0.25,4.0
sub-M5Y0K3C9L0_ses-02_task-generalsocialcommunicationinteraction_run-02_audio__574ffbd43cb520fd0753ef6f5b824972.wav,24.52,0.25,0.28,8.0
sub-M5Y0K3C9L0_ses-02_task-motorplay_run-03_audio__447f9a56c02d0ab2adbe8f07f367259c.wav,28.47,0.29,0.24,5.0
sub-M5Y0K3C9L0_ses-02_task-specialoccasion_run-01_audio__41c8e4592aed5dafca2d25ffd1d2558a.wav,19.78,0.2,0.25,2.0
sub-M5Y0K3C9L0_ses-02_task-toyplay_run-01_audio__19fc545c31356cf49815a1862b2fc9a3.wav,20.67,0.21,0.23,2.0
sub-N2H7T0A7U5_ses-02_task-generalsocialcommunicationinteraction_run-01_audio__f7915ab3fc2db2341d008b0a3ea34d5c.wav,6.78,0.07,0.23,1.0
sub-N2H7T0A7U5_ses-02_task-generalsocialcommunicationinteraction_run-04_audio__c0ec63d4155edaf16ba55f55ddbd941f.wav,59.65,0.6,0.26,6.0
sub-N2H7T0A7U5_ses-02_task-generalsocialcommunicationinteraction_run-05_audio__e2123b29f57e6e2d8e946f00500d40e8.wav,14.7,0.15,0.0,0.0
sub-N2H7T0A7U5_ses-02_task-motorplay_run-01_audio__ef6a079698aa1226f8f831cb81fafc4f.wav,17.32,0.18,0.25,1.0
sub-N2H7T0A7U5_ses-02_task-motorplay_run-02_audio__306ff0652470899aae4bf308fed5694e.wav,20.34,0.21,0.24,3.0
sub-N2H7T0A7U5_ses-02_task-toyplay_run-02_audio__229b0eedd0932beee4d55e1122f4be29.wav,23.48,0.24,0.26,5.0
sub-N2H7T0A7U5_ses-02_task-toyplay_run-03_audio__27ff78d14d0b1f56be1a6bf676262996.wav,52.13,0.53,0.23,4.0
sub-N2H7T0A7U5_ses-02_task-toyplay_run-04_audio__d949f8b65cce95fd79fa0bd8f4b786bf.wav,57.12,0.58,0.25,6.0
sub-N2Z6J3E5Q5_ses-01_task-generalsocialcommunicationinteraction_run-02_audio__f5c3eabf5d4580954a2874ff82221273.wav,24.91,0.25,0.26,9.0
sub-N2Z6J3E5Q5_ses-01_task-generalsocialcommunicationinteraction_run-03_audio__fc403f50bd7f633a3b7a45bc62883e74.wav,12.07,0.12,0.25,4.0
sub-N2Z6J3E5Q5_ses-01_task-generalsocialcommunicationinteraction_run-05_audio__75d88eec161627b3cfb476e5721643b3.wav,10.63,0.11,0.25,4.0
sub-N2Z6J3E5Q5_ses-01_task-generalsocialcommunicationinteraction_run-06_audio__7d8650efd06a08ca3876df393e8aff5f.wav,10.54,0.11,0.24,5.0
sub-N2Z6J3E5Q5_ses-01_task-generalsocialcommunicationinteraction_run-07_audio__104e55c80186e0041369efd40d5e7d90.wav,15.14,0.15,0.26,5.0
sub-N2Z6J3E5Q5_ses-01_task-generalsocialcommunicationinteraction_run-08_audio__98a7c906e88a0b28772aa22d016047df.wav,8.06,0.08,0.23,1.0
sub-N2Z6J3E5Q5_ses-01_task-generalsocialcommunicationinteraction_run-09_audio__250277a23c68fa0aed870fb34a28cfaf.wav,32.42,0.33,,
sub-N2Z6J3E5Q5_ses-01_task-motorplay_run-01_audio__14c1f537c19869458d74935e1cf31ef6.wav,14.0,0.14,0.0,0.0
sub-N2Z6J3E5Q5_ses-01_task-motorplay_run-02_audio__6611e67f89f3c78e14c7347bd6dbf5ef.wav,12.35,0.12,0.24,3.0
sub-N2Z6J3E5Q5_ses-01_task-motorplay_run-03_audio__2aa11f7851eb76d828ba5d35939b00d9.wav,25.4,0.26,0.26,5.0
sub-N2Z6J3E5Q5_ses-01_task-motorplay_run-04_audio__59a6eb171c892771e8e74a6b392a3406.wav,24.03,0.24,0.23,1.0
sub-N2Z6J3E5Q5_ses-01_task-motorplay_run-06_audio__6e2e71637a449ecdd8a83579be640674.wav,35.81,0.36,0.24,2.0
sub-N2Z6J3E5Q5_ses-01_task-socialroutine_run-02_audio__4641026567f89845bfd20644bbd84f1b.wav,38.71,0.39,0.3,10.0
sub-N2Z6J3E5Q5_ses-01_task-socialroutine_run-03_audio__97349d9a6c539a2bf11e4ff3ec8131f3.wav,27.45,0.28,0.25,3.0
sub-N2Z6J3E5Q5_ses-01_task-toyplay_run-01_audio__6a42f300b65d7a8aa6ff982ef4e058f2.wav,21.18,0.21,0.23,1.0
sub-N2Z6J3E5Q5_ses-02_task-dailyroutine_run-01_audio__2e6fd7335f8ca5b4b1cf727ebed45cfb.wav,17.44,0.18,0.22,2.0
sub-N2Z6J3E5Q5_ses-02_task-generalsocialcommunicationinteraction_run-03_audio__d81bae9dd4161626758c509d0eb4d1d9.wav,4.97,0.05,0.23,2.0
sub-N2Z6J3E5Q5_ses-02_task-motorplay_run-01_audio__4a91fdd7e4ec48d020b93e0384cbf0ff.wav,21.57,0.22,0.24,1.0
sub-N2Z6J3E5Q5_ses-02_task-motorplay_run-02_audio__99a4e27c1071951822601a90c8c37554.wav,25.5,0.26,0.26,6.0
sub-N2Z6J3E5Q5_ses-02_task-motorplay_run-04_audio__3aedd1368c256c2b74b62431a9041a8b.wav,21.34,0.22,0.25,3.0
sub-N2Z6J3E5Q5_ses-02_task-specialoccasion_run-02_audio__2342a03782e9000b1c12c25badd05bb4.wav,21.66,0.22,0.0,0.0
sub-N2Z6J3E5Q5_ses-02_task-specialoccasion_run-03_audio__e113da071da4e4cdc28f186de2795cb6.wav,21.11,0.21,0.26,2.0
sub-N2Z6J3E5Q5_ses-02_task-specialoccasion_run-04_audio__4c9df0ff5ab7c9fd22c7c6caf93c0419.wav,50.64,0.51,0.26,7.0
sub-N2Z6J3E5Q5_ses-02_task-specialoccasion_run-05_audio__04afe88f5db56338b35ce3ea6b775f83.wav,24.61,0.25,0.26,2.0
sub-N2Z6J3E5Q5_ses-02_task-specialoccasion_run-07_audio__dcaf5ba7828aeb5cbb4d494093f68262.wav,34.44,0.35,0.23,5.0
sub-N2Z6J3E5Q5_ses-02_task-toyplay_run-01_audio__29125d7772c9e92ff7a9b94f8f9cdeae.wav,22.57,0.23,0.27,8.0
sub-N2Z6J3E5Q5_ses-02_task-toyplay_run-02_audio__5dd3075af0690266577613625ab4be34.wav,10.63,0.11,0.22,2.0
sub-N3C7S2N8O0_ses-01_task-generalsocialcommunicationinteraction_run-01_audio__151dcfc9b0bd72919d04ff6391d911c9.wav,87.12,0.88,0.29,11.0
sub-N3C7S2N8O0_ses-01_task-generalsocialcommunicationinteraction_run-02_audio__619e14e17e46334b6e6e5681125c4899.wav,64.62,0.65,0.25,4.0
sub-N3C7S2N8O0_ses-01_task-motorplay_run-01_audio__d75740de19565d69f0f9bedb40e197ca.wav,11.66,0.12,,
sub-N3C7S2N8O0_ses-01_task-other_run-01_audio__fc567f53e5a34996825f17f3586486da.wav,46.86,0.47,0.24,1.0
sub-N3C7S2N8O0_ses-01_task-toyplay_run-02_audio__3b45c98adba828c3a5479177b879df84.wav,22.2,0.22,,
sub-N3C7S2N8O0_ses-01_task-toyplay_run-03_audio__629659a2aeb4f5e16c84392438220c18.wav,25.57,0.26,0.24,1.0
sub-N3C7S2N8O0_ses-02_task-generalsocialcommunicationinteraction_run-01_audio__b2ac5ad039c03545df2a76d34925fb64.wav,33.54,0.34,0.23,1.0
sub-N3C7S2N8O0_ses-02_task-generalsocialcommunicationinteraction_run-02_audio__fe2b44e4a56450e0a9f023d89645bd10.wav,25.28,0.26,0.27,6.0
sub-N3C7S2N8O0_ses-02_task-generalsocialcommunicationinteraction_run-03_audio__bcbf9f9650c3f4cda961b2b62a60ff47.wav,10.54,0.11,0.0,0.0
sub-N3C7S2N8O0_ses-02_task-motorplay_run-01_audio__0264a30b7a4f686239b4d73fa23559bb.wav,51.35,0.52,0.21,2.0
sub-N3C7S2N8O0_ses-02_task-motorplay_run-02_audio__b6f23df10f9644d31834d022c0b84bfa.wav,35.48,0.36,0.25,5.0
sub-N3C7S2N8O0_ses-02_task-motorplay_run-04_audio__83245fab594d649cfae81b38cf2d509c.wav,99.03,1.0,0.24,2.0
sub-N3C7S2N8O0_ses-02_task-motorplay_run-05_audio__4b4d3c5df90f295c4f93420564440924.wav,11.35,0.11,0.0,0.0
sub-N3C7S2N8O0_ses-02_task-motorplay_run-06_audio__5de39620d2cbce767933b8d5d178af9e.wav,14.91,0.15,0.0,0.0
sub-N3C7S2N8O0_ses-02_task-motorplay_run-07_audio__2697b095dd68f38ce550223ca82e3235.wav,49.41,0.5,0.24,3.0
sub-N3C7S2N8O0_ses-02_task-other_run-01_audio__48bc15d145bd5c2a3f0ea7f6e6d4344a.wav,52.25,0.53,0.24,2.0
sub-N3C7S2N8O0_ses-02_task-specialoccasion_run-01_audio__c2b7b6b8012060af2d651f2b0ca455bf.wav,34.77,0.35,0.24,3.0
sub-N3C7S2N8O0_ses-02_task-specialoccasion_run-02_audio__c84fd17f0bcf5905c194886f67052936.wav,15.53,0.16,0.23,1.0
sub-N3C7S2N8O0_ses-02_task-toyplay_run-01_audio__3e9a99da75f9cbcd4696b66fcbfdd2ca.wav,28.2,0.29,0.23,1.0
sub-N3C7S2N8O0_ses-02_task-toyplay_run-02_audio__3f3d9bbb56cdf4838ad4346104cb2b27.wav,84.69,0.86,0.23,3.0
sub-N3C7S2N8O0_ses-02_task-toyplay_run-03_audio__2fd1a418f45322106a468ca0eff6efac.wav,19.09,0.19,0.25,4.0
sub-N3C7S2N8O0_ses-02_task-toyplay_run-04_audio__44901d549e29305b12011977d7d1697e.wav,45.38,0.46,0.24,3.0
sub-N3C7S2N8O0_ses-02_task-toyplay_run-05_audio__2220a8f57ad21fde1e4fac7895283ac7.wav,19.84,0.2,,
sub-N3C7S2N8O0_ses-02_task-toyplay_run-06_audio__aee86161841fb6287913e23c6a6353ad.wav,26.33,0.27,0.23,1.0
sub-N3C7S2N8O0_ses-02_task-toyplay_run-07_audio__3e31f559d9792f81bd1943e3a2103517.wav,34.47,0.35,,
sub-N3L7A1I2B9_ses-01_task-bookshare_run-01_audio__626cdcb90a8ea14d4051da294b18ff11.wav,24.1,0.24,0.26,5.0
sub-N3L7A1I2B9_ses-01_task-bookshare_run-02_audio__13d208edf6c7fb5fc32585e3b20a0a60.wav,30.7,0.31,0.0,0.0
sub-N3L7A1I2B9_ses-01_task-bookshare_run-03_audio__235423b1ea8df33cfa4b0c8bfc66a6c0.wav,262.85,2.66,0.34,14.0
sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-01_audio__0e81cad146136b8ed68ac12537b02729.wav,50.74,0.51,0.23,1.0
sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-02_audio__528256cd8d4bb80114a7797fe0f77aa4.wav,20.22,0.2,0.24,1.0
sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-03_audio__42a1b216fbcbf9af374daa079e05cd10.wav,14.49,0.15,0.23,1.0
sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-04_audio__e529fd93c3da1eddc03fdf3bede6b1b6.wav,292.15,2.95,0.43,25.0
sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-05_audio__0a695d3461d57df7a52ed6e9287b4f17.wav,45.42,0.46,0.32,12.0
sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-06_audio__e64528aac36c3eb76daca1b06a5cf246.wav,160.22,1.62,0.26,6.0
sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-07_audio__b9592732c15f89f2e71e49867d2a974f.wav,30.95,0.31,0.24,4.0
sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-08_audio__d52e03abff332e3c0b752ddcefbfc580.wav,8.71,0.09,0.0,0.0
sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-09_audio__a921ff5bb28d53f78465bc0d0370d03d.wav,27.82,0.28,0.22,1.0
sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-11_audio__48f352267e58743e0fecef03ba0c50aa.wav,50.94,0.52,0.24,3.0
sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-12_audio__dc143d29f53ad86e4594cfa59ea766ba.wav,177.82,1.8,0.42,23.0
sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-13_audio__ed76122023206dd28a06e0cfcac08fce.wav,46.83,0.47,0.29,10.0
sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-16_audio__124a4d748668e5f284a9dd8cebabf132.wav,42.86,0.43,0.34,14.0
sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-18_audio__ea5f7ec461250870692cfeff335ede45.wav,98.27,0.99,0.29,9.0
sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-19_audio__e6c04c18f8944d9ab817463c01646646.wav,193.1,1.95,0.49,31.0
sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-20_audio__05f9b9a8d0a827804f28236f10748cc9.wav,71.33,0.72,0.26,4.0
sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-21_audio__c2ff3888403638308336519da1792dd6.wav,47.86,0.48,0.24,4.0
sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-23_audio__7aaa6353206bb3fdcb360ce3c2891502.wav,45.12,0.46,0.24,3.0
sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-24_audio__a542d65d2047a9b03e15fdf181922dd5.wav,51.32,0.52,0.22,2.0
sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-25_audio__8636633b02aeb1b494ca57bd8c8d731f.wav,45.16,0.46,0.24,3.0
sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-26_audio__613c27b9cfc57e1aaf77da15af806092.wav,51.15,0.52,0.25,4.0
sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-27_audio__f839843c7af82549be581ec99690de7a.wav,90.74,0.92,0.23,1.0
sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-28_audio__c943b362c0e6d3a1f4d3a74b9095f084.wav,25.22,0.26,0.27,6.0
sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-29_audio__5040329075bb75b21d84f3d5540a9cb1.wav,65.39,0.66,0.29,10.0
